"id","body","status","idate","freq","wfu"
"35/03","urgent action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 16 december 2003 further information on extra 35/03 issued 10 july 2003 and re-issued 30 july 2003 death penalty / legal concern","update","2003-07-10",3,TRUE
"35/07","urgent  action uanetwork office aiusa 600 pennsylvania ave se, washington dc 20003 t. 202.544.0200 f. 202.675.8566 e. uan@aiusa.org amnestyusa.org/urgent/ the prestes maia building  ricardo lisias 02 march 2007 further information on ua 35/07 (9 february 2007) - forced eviction brazil  468 families a so paulo state judge has extended the final date of eviction of the families living in the prestes maia building by a further 60 days, until 10 may. the decision followed several legal petitions to the judge, including a petition by the police officer in charge of the eviction operation, who claimed that such an operation would put women and children at risk and leave the families homeless. following the decision by the judge, and in the face of intense pressure from protestors gathered in the centre of the city since the 1 february","update","",2,TRUE
"35/13","further information on ua: 35/13 (11 february 2013) issue date: 14 february 2013","update","2013-02-14",2,TRUE
"350/02","urgent action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 14 may 2003 further information on ua 350/02 issued 03 december 2002 and re-issued 20 december 2002 and 30 april 2003 - torture/incommunicado detention/ detention without charge","update","2002-12-03",4,TRUE
"350/03","urgent action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 3 june 2004 further information on ua 350/03 issued 28 november 2003 and re-issued 25 february 2004 fear for safety/ possible disappearance","update","2003-11-28",3,TRUE
"350/08","urgent  action uanetwork office aiusa 600 pennsylvania ave se, washington dc 20003 t. 202.544.0200 f. 202.675.8566 e. uan@aiusa.org amnestyusa.org/urgent/ 15 june 2009 further information on ua 350/08 (december 2008) and follow-up (20 february 2009) - health concern/legal concern usa             ahmed zaid salem zuhair (m), saudi arabian national, aged 44 ahmed zuhair was released from guantnamo and flown to saudi arabia on 12 june. he had been held without charge or trial in guantnamo since june 2002, and had been on hunger strike and a force feeding regime since 2005. in a news release announcing the transfer of ahmed zuhair and two other saudi arabian nationals, khalid saad mohammed and abdalaziz kareem salim al noofayaee, the us department of justice said that all individuals transferred to saudi arabia are subject to judicial review in saudi arabia before they undergo a rehabilitation program. while in a rehabilitation program, they will be under the control of the saudi government. the us and saudi governments are working closely together on all matters related to the transfer of saudi detainees from guantnamo to saudi arabia. the justice department emphasized that the transfers were the result of the review by the guantnamo review task force set up under an executive order signed by president barack obama on 22 january 2009 (see: the promise of real change: president obamas executive orders on detentions and interrogations, 30 january 2009,","update","",3,TRUE
"350/11","further information on ua: 350/11 (6 december 2011) issue date: 5 april 2012","update","2012-04-05",2,TRUE
"350/12","further information on ua: 350/12 (7 december 2012) issue date: 11 january 2013","update","2013-01-11",2,TRUE
"351/02","urgent action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 15 october 2003 further information on ua 351/02 issued 4 december 2002 and re-issued 17 december 2002 and 15 january 2003 forcible return/incommunicado detention/ fear of torture and ill-treatment","update","2002-12-04",4,TRUE
"351/11","further information on ua: 351/11 (9 december 2011) issue date: 23 january 2012","update","2012-01-23",2,TRUE
"352/02","urgent action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 21 march 2005 further information on ua 352/02 issued 4 december 2002 and re-issued 21 july 2004 fear of deportation/fear of torture","update","2002-12-04",3,TRUE
"352/12","further information on ua: 352/12 (10 december 2012) issue date: 5 february 2013","update","2013-02-05",2,TRUE
"353/02","urgent action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 23 january 2003 further information on ua 353/02 issued 6 december 2002 fear for safety / torture or ill-treatment new concern: unfair trial turkmenistan davlatgeldi annannyyazov (m), aged 36 - released aili yklymov (m), aged 20 - released esenaman yklymov (m), aged 31, his brother scores of other detainees new names:   batyr berdyev (m), aged 42 - former foreign minister and ambassador to the organization for security and co-operation in europe (osce) olga prokofva (f), aged 27 olga prokofva's mother and sister amanmukhammet yklymov (m), aged 54 orazmamed yklymov (m)  his brother scores of men, women and children have been arrested as part of the wave of repression triggered by the 25 november attack on the president of turkmenistan. there have been several reports of torture and ill-treatment, and dozens have recently been sentenced to long prison terms after grossly unfair trials. all those remaining in detention are at risk of torture and ill-treatment. to amnesty internationals knowledge, no investigations have been carried out into any of the allegations of torture and ill-treatment. many of those detained were reportedly targeted because they were relatives of government critics accused by the president of involvement in the attack. on 13 january, a high-profile trial opened against 32 defendants, including batyr berdyev, amanmukhammet yklymov and orazmamed yklymov. numerous violations of fair trial standards have been reported. in many cases the defendants' lawyers were given little or no notice before the court hearings began. some lawyers representing the defendants in court reportedly began their plea with the words i am ashamed to defend a person like you . the defendants were reportedly forced to sign a document saying they were familiar with the documentation of their criminal case and the indictment, without being given the chance to study these documents. the authorities have not published comprehensive information about the trials, including the names of all defendants, charges brought against them and where the trials are held. neither the defendants' relatives, nor representatives of embassies and the organization for security and co-operation in europe (osce), were permitted to attend the court hearings. davlatgeldi annannyyazov, the brother of former political prisoner gulgeldi annannyyazov, was released at the end of december. he was allegedly beaten by security service agents when he was taken into custody, and while held in detention. aili yklymov was released in mid december, but had to sign an undertaking not to leave ashgabat. his father told amnesty international that as a result of the ill-treatment in custody, his son has difficulties concentrating and is almost constantly tired. esenaman yklymov was reportedly forced to denounce his parents on television and sentenced to five years imprisonment earlier this month. he remains at risk of torture. other members of the yklymov family have allegedly been detained and tortured or ill-treated. amanmukhammet yklymov, who was reportedly sentenced to 20 years imprisonment on 19 january, is said to have been tortured in the ashgabat city police building following his arrest on 25 november. his family claim that as a result of the torture, he lost sight on his left eye and the hearing in his left ear. his left arm was reportedly broken and he is hardly able to move. sources allege that a plastic bag was put over his head to restrict his breathing, and that he was suspended by his arms, and forced to wear a gas mask, to which the air supply was cut off. the court reportedly ignored amanmukhammet yklymov's allegations that he was tortured in custody. his brother saparmurad yklymov told amnesty international from exile in sweden: amanmukhammet was already ill before they arrested him. im afraid he may not survive. their brother orazmamed yklymov reportedly confessed that he was involved in the attack on the president following threats by law enforcement officers that his son would be tortured if he did not confess. there were reports that orazmamed yklymov appeared in court with a dislocated arm and a swollen eye, and was unable to hear in one ear. he was reportedly sentenced to 20 years imprisonment on 19 january. yklym yklymov, another brother, went into hiding following the 25 november attack. his girlfriend, olga prokofva, and her mother and sister were reportedly tortured using electric shocks, and beaten with rubber truncheons and plastic bottles filled with water, in order to force them to disclose yklym yklymov's whereabouts. others who were detained and reportedly ill-treated included batyr berdyev, a former foreign minister and ambassador to the osce who was arrested on 8 december. three officers of the ministry of national security reportedly attached him to a door with handcuffs and then beat him. batyr berdyev was sentenced to 25 years imprisonment on 21 january in connection with the 25 november attack. recommended action: please send appeals to arrive as quickly as possible: - expressing concern at allegations that davlatgeldi annannyyazov, batyr berdyev, olga prokofva, her mother and sister, aili yklymov, amanmukhammet yklymov, esenaman yklymov and orazmamed yklymov were tortured or ill-treated in custody; - urging the authorities to open prompt and independent investigations into these allegations with those found responsible brought to justice and the findings made public; - calling for guarantees that all detainees and defendants held in connection with the attack on the presidential motorcade on 25 november will not suffer torture and ill-treatment; - expressing concern that the current trial fails to meet international fair trial standards, including that the defendants are not represented by a lawyer of their choice; - urging the authorities to retry all those that have been sentenced for involvement in the 25 november attack following grossly unfair trials. appeals to (please note that it may be difficult to send faxes. if a voice answers during office hours, repeat 'fax' until connected; fax machines may be switched off outside office hours four hours ahead of gmt; if your fax does not go through, please post appeals): president of turkmenistan: saparmurad atayevich niyazov turkmenistan; 744000 g. ashgabat apparat prezidenta prezidentu turkmenistana niyazovu s.a. turkmenistan","update","2002-12-06",2,TRUE
"353/03","urgent action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 14 january 2004 further information on ua 353/03 issued 2 december 2003 fear of torture/possible ""disappearance""","update","2003-12-02",2,TRUE
"353/11","further information on ua: 353/11 (9 december 2011) and follow ups (31 january 2012) issue date: 31 january 2012","update","2012-01-31",2,TRUE
"353/12","anti-death penalty imam detained in gambia imam baba leigh has been held in incommunicado detention without charge since 3 december. imam baba leigh publicly decried the august executions of nine death row inmates in the gambia. on 3 december eyewitnesses reported seeing two national intelligence agency (nia) officers arrive at the home of imam baba leigh at around","update","2013-12-11",2,TRUE
"354/02","urgent  action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 13 january 2003 further information on ua 354/02 (09 december 2002) and follow-up (9 january 2003)  possible prisoners of conscience/fear of torture/incommunicado detention bangladesh      saber hossain chowdhury (m)     ] mukul bose (m)              ] politicians sheikh bazlur rahman (m)        ] tofael ahmed (m)                ] muntasir mamun (m) - journalist saber hossain chowdhury was released on 12 january 2003 after the high court declared his detention illegal. there are fears that he may be at risk of re-arrest in connection with further politically motivated charges. sheikh bazlur rahman was released on the same day. muntasir mamun and mukul bose were released on 9 january, four days after the high court declared their detention illegal and ordered their immediate release. tofael ahmed has reportedly been granted bail by the high court, but he remains in detention. there are fears that the authorities are trying to implicate him in further criminal cases and that they may ignore the bail order in order to press further charges against him. recommended action: please send appeals to arrive as quickly as possible: -welcoming the release of saber hossain chowdhury, muntasir mamun, mukul bose and sheikh bazlur rahman; -urging that the authorities immediately release tofael ahmed whose release has been ordered by the high court; -urging that saber hossain chowdhury is not subjected to any further harassment from the authorities; -urging the authorities to ensure the safety of other opposition politicians and respect their fundamental human rights. appeals to: prime minister begum khaleda zia office of the prime minister gona bhaban sher-e bangla nagar dhaka bangladesh","update","",3,TRUE
"354/03","urgent  action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 21 may 2004 further information on ua 354/03 (03 december 2003) and follow-up (24 february 2004)  fear for safety / possible arbitrary detention nepal   tej narayan sapkota (m), aged 38, teacher tej narayan sapkota, who was reportedly arrested on 24 november 2003, is now believed to be held at the district police office at hanuman dhoka, kathmandu. he is said to have been held at the police academy in maharajganj, also in kathmandu, before this. tej narayan sapkota is being held under the 2002 terrorist and disruptive activities act (tada). he was presented to the appellate court, patan, on 16 april, and accused of involvement in a murder committed by the communist party of nepal (cpn) (maoist). however, he has not been formally charged with this crime, and his family strongly deny that he was involved. the court gave the police 20 days to carry out further investigations. after this period, they were to either formally charge him with a crime, or apply for a longer investigation period. in may, when he was again brought before the appellate court, the police were given a further 20 days to carry out their investigations. tej narayan sapkota reportedly does not have access to a lawyer, but his wife has been allowed to meet him at the district police office. amnesty international is very concerned that tej narayan sapkota has not been officially charged and is being detained arbitrarily. background information amnesty international has been concerned about a deterioration in the human rights situation in nepal since the cpn (maoist) launched a peoples war in february 1996. reports of human rights abuses by both the security forces and the cpn (maoist) escalated after the army was mobilized and a state of emergency imposed between november 2001 and august 2002. many people were arrested under the tada, which gave the security forces the power to arrest without warrant and detain suspects in police custody for up to 90 days. scores of people are reported to have been held for weeks or even months in illegal army custody without access to their families, lawyers or medical treatment. the tada was renewed by royal ordinance, after it expired on 9 april 2004. in both 2002 and 2003, nepal recorded the highest number of  disappearances of any country in the world. the cpn (maoist) are also reported to have abducted scores of people. both sides agreed to a ceasefire on 29 january 2003, and held three rounds of peace talks, in april, may and august 2003. among the cpn (maoist)'s central demands were a round table conference, the formation of an interim government and elections to a constituent assembly to draft a new constitution. the cpn (maoist) announced they were withdrawing from the ceasefire agreement as of 27 august 2003. since then, fighting has resumed throughout the country, and amnesty international has received reports of both sides committing human rights abuses. in particular there has been a rise in the number of "" disappearances"" at the hands of the security forces and abductions by the cpn (maoist). recommended action: please send appeals to arrive as quickly as possible: - expressing concern for the safety of tej narayan sapkota, reportedly arrested on 24 november 2003; - urging that he be treated humanely while in custody and not tortured or ill-treated; - urging that he be granted access to a lawyer and any medical attention he may require; - calling for him to be released immediately and unconditionally, unless he is to be formally charged with a recognizably criminal offence. appeals to: (faxes may be switched off outside office hours, 5  hours ahead of gmt) general pyar jung thapa chief of army staff (coas) army headquarters kathmandu, nepal","update","",2,TRUE
"355/00","amnesty international usa's u r g e n t    a c t i o n ua office _ pobox 1270 nederland co 80466 _ ph 303 258 1170 _ fax 303 258 7881 _ e-mail sharriso@aiusa.org _ http://.amnesty-usa.org/urgact/ new postage rates! see below. 8 january 2001 further information on ua 355/00 issued 17 november 2000 - death penalty / legal concern usa (oklahoma)  wanda jean allen, black, aged 41 wanda jean allen remains scheduled to be executed on the evening of 11 january 2001 for the 1988 killing of her lover, gloria leathers. wanda jean allen was denied clemency by the oklahoma pardon and parole board at a hearing on 15 december. her lawyers are challenging the boards decision, and have appealed to the courts to stop the execution on the basis that she was denied a fair clemency hearing. the board was presented with evidence of wanda jean allens mental impairment. this evidence had not been raised at her trial due to the lack of resources available to the trial lawyer (see original ua). in response, a representative of the state attorney generals office told the board that allen was not mentally impaired, and that she had graduated from high school and had a junior college degree. her lawyers contend that they have documentation to prove that this is not the case, and that the state lied about allens educational level in order to ensure that the parole board would not be swayed by the evidence of mental retardation. wanda jeans trial lawyer has previously stated that he only learned after her trial that her iq had been measured at 69 at the age of 15, and that the doctor who examined her had recommended a neurological assessment because she manifested symptoms of brain damage. the lawyer stated i did not search for any medical or psychological records or seek expert assistance for use at the trial. in 1995 a psychologist conducted a comprehensive evaluation of wanda jean allen and found clear and convincing evidence of cognitive and sensori-motor deficits and brain dysfunction, possibly linked to an adolescent head injury. at the age of 12, allen had been hit by a truck and knocked unconscious, and at 14 or 15 she had been stabbed in the left temple. he concluded that allens intellectual abilities are markedly impaired. he found particularly significant left hemisphere dysfunction, impairing her comprehension, her ability to logically express herself, her ability to analyse cause and effect relationships.... he also concluded that allen was more chronically vulnerable than others to becoming disorganized by everyday stresses - and thus more vulnerable to a loss of control under stress. background information amnesty international has long been concerned by evidence that the clemency process in oklahoma appears to be little more than a rubber stamping exercise. the state pardon and parole board has never voted for clemency and it is unclear what it would take for it to do so. the board has been presented with strong claims of remorse, rehabilitation, mental impairment, inadequate legal representation, international law, morality, and arbitrariness. it is possible that the board is waiting only for a cast-iron claim of actual innocence to come before it. if so, it is surely time for its members to broaden their view of justice to one that includes notions of culpability, fairness, compassion, international standards and human decency. further recommended action: please send faxes/e-mails, in your own words, using the following guidelines: - expressing sympathy for the family and friends of gloria leathers, and explaining that you are not seeking to condone the way she died; - expressing concern that the attorney generals office allegedly introduced false evidence at the clemency hearing in order to divert the boards attention away from wanda jean allens claim of mental impairment; - noting that the jury heard no evidence about wanda jean allens significant mental impairments, as revealed in post-conviction evaluations, and that such evidence was relevant to culpability and as mitigation; - noting that the power of executive clemency exists precisely to remedy the failures of the judicial process; - pointing out that the execution of the mentally impaired and those denied adequate legal representation contravenes international standards; - appealing to the governor to grant a 60-day reprieve with a view to the pardon and parole board reconvening and giving serious consideration to this issue. appeals to: governor frank keating capitol building oklahoma city, ok 73105","stop action","2000-11-17",3,TRUE
"355/11","further information on ua: 355/11 (9 december 2011) and updates (20 january 2012; 13 december 2011) issue date: 23 january 2012","update","2012-01-23",4,TRUE
"356/00","amnesty international usa's u r g e n t    a c t i o n ua office _ pobox 1270 nederland co 80466 _ ph 303 258 1170 _ fax 303 258 7881 _ e-mail sharriso@aiusa.org _ http://.amnesty-usa.org/urgact/ 14 february 2001 further information on ua 356/00 issued 21 november 2000 and re-issued 8 january 2001 death penalty / legal concern usa (oklahoma)  robert william clayton, native american, aged 39 robert clayton has been rescheduled for execution in oklahoma on 1 march 2001 after dna testing of physical evidence reportedly failed to exonerate him. evidence related to robert claytons conviction, which had been missing for five years, was discovered in the tulsa county district attorneys office on 3 january, 24 hours before he was due to be executed. he was granted a 30-day reprieve in order to allow for scientific analysis of the evidence. robert clayton was sentenced to death for the 1985 murder of rhonda kay timmons. the state pardon and parole board unanimously rejected clemency on 30 november 2000. background information since the governor of illinois stopped executions in his state on 31 january 2000 because of its ""shameful"" record of wrongful convictions, the us death penalty has come under increasing scrutiny. the debate within the usa has focused mainly on the risk of executing the innocent, and on the potential for modern dna testing techniques to exonerate or incriminate. dna testing is undoubtedly an important forensic tool, but it provides no guarantee that fatal errors will be eliminated in death penalty cases. like any forensic evidence, dna testing is vulnerable to human fallibility or misconduct. samples may become contaminated by poor collecting or storage techniques, or may be planted at a crime scene by unscrupulous investigators. the potential also exists for laboratories to make mistakes or falsify test results. a recent us case illustrates the limitations of dna testing as an absolute indicator of guilt or innocence. odell barnes was executed in texas on 1 march 2000, still proclaiming his innocence. among the most incriminating evidence against him were small blood spots found on his clothing, later identified by dna testing as coming from the victim. post-conviction investigation by defense experts found that the bloodstains contained a preservative using in the storing of blood. an expert concluded from the level of preservative in the stain that the blood did not come directly from the victim, but was introduced on the clothing after the crime. furthermore, only a relatively small number of murder cases produce any dna evidence. on 22 june 2000, gary graham was executed in texas despite serious doubts over his guilt. he had been convicted on the basis of the testimony of a single eyewitness, without any physical evidence linking him to the crime. as in many other death penalty cases, there was no dna evidence available that could possibly resolve the lingering question of graham's guilt or innocence. amnesty international opposes the death penalty regardless of the alleged guilt or innocence of the individual facing execution. while the organization supports the re-examination of any potentially exonerating evidence, the fact remains that no conceivable safeguards can address the inevitable risk of fatal error. the us death penalty remains a lethal","","2000-11-21",3,TRUE
"357/11","further information on ua: 357/11 (19 december 2011) and follow up (8 february 2012) issue date: 12 july 2012","update","2012-07-12",3,TRUE
"357/12","further information on ua: 357/12 (13 december 2012) issue date: 21 december 2012","update","2012-12-21",2,TRUE
"357/97","amnesty international usa's u r g e n t    a c t i o n ua office _ pobox 1270 nederland co 80466 _ ph 303 440 0913 _ fax 303 258 7881 _ e-mail sharriso@aiusa.org _ http://www.amnesty-usa.org/urgact/ ","","1997-11-13",2,TRUE
"358/02","urgent action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 26 october 2004 further information on ua 358/02 issued 13 december 2002 - fear for safety colombia mara del socorro mosquera (f), president and legal representative of la asociacin de mujeres de las independencias (ami), the womens association of the las independencias neighborhood, comuna 13 district, medelln mery del socorro naranjo jimnez (f), president of the community action board (neighborhood council) of las independencias iii human rights defenders in comuna 13 district killed : teresa yarce (f), treasurer of the community action board of las independencias iii teresa yarce was shot dead on 6 october by a man believed to be a paramilitary. she had been threatened and detained without charge in november 2002, after she reported human rights violations, committed during a security forces operation in the comuna 13 neighborhood, in medelln. other members of her organization and other social activists have received death threats. teresa yarce was killed near her home in the comuna 13 district. a young man approached her and shot her three times in the head. he ran away and took a bus which was waiting for him. according to witnesses the man is a known paramilitary who lives in a neighboring area. at the time teresa yarce was with one of her daughters, and her colleague mery del socorro naranjo jim nez. teresa yarce and other social activists had played an active part in ensuring that paramilitary forces, which have been able to establish a firm foothold in other parts of comuna 13 and elsewhere in medelln, were not able to do so in the las independencias iii area. they work at grassroots level to promote human rights and encourage people to report violations. a few weeks before she was killed she had reportedly escaped a paramilitary attempt to abduct and kill her as she walked on the street. about three hours after teresa yarce was shot, a known member of a paramilitary group operating in comuna 13 reportedly approached mery del socorro naranjo when she was in her family's home in las independencias iii and told her that the paramilitaries were celebrating teresa's death and saying that they were now ""going to kill the other two"" ( ""despus van las otras dos"" ), believed to mean both mery del socorro naranjo and socorro de mosquera. on19 october a young woman went to thehome ofmery naranjo's family and told one of her daughters that because mery had left the neighborhood they wouldhit her where it would hurt her most, bykilling one of her children. background information the asociacin de mujeres de las independencias , (ami), the womens association of the las independencias neighborhood, is one of several women's organizations working in this area of medell n. on 8 november 2002 women from this organization and other social activists filed a complaint with the municipal government secretary ( secretario de gobierno ) about human rights violations in comuna 13 during a security forces operation against armed opposition groups based in the area. mara del socorro mosquera, mery del socorro naranjo and teresa yarce were detained four days later. they were held for nine days. the women have continued their work in the neighborhood despite repeated threats to kill members of ami and other community leaders. in 2003 another prominent member of ami was forced to leave the area by paramilitary death threats. recommended action: please send appeals to arrive as quickly as possible, in spanish or your own language: - expressing concern for the safety of mery del socorro naranjo jimnez, mara del socorro mosquera and other social activists and community leaders in the comuna 13 district of medelln. - urging that all measures deemed appropriate by the women themselves are taken to guarantee their safety; - calling for a full and impartial investigation into the killing of teresa yarce, for the results to be made public and for those responsible brought to justice; - asking the authorities to take immediate and effective action to ensure that members of ami and other social organizations in comuna 13 in medelln can carry out their legitimate and important work for the defense of human rights in safety; - reminding the authorities of their obligations to human rights defenders, as laid out in the un declaration on the right and responsibility of individuals, groups and organs of society to promote and protect universally recognized human rights and fundamental freedoms, the organization of american states human rights defenders in the americas resolution and in repeated recommendations made to them by the un. appeals to: president of the republic: seor presidente lvaro uribe vlez presidente de la repblica palacio de nario carrera 8 no.7-26 santaf de bogot, colombia","update","2002-12-13",2,TRUE
"358/03","urgent action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 11 january 2005 further information on ua 358/03 issued 5 december 2003 and re-issued 9 february 2004; 17 february 2004 fear for safety / possible ""disappearance""","update","2003-12-05",4,TRUE
"358/11","further information on ua: 358/11 (13 december 2011) issue date: 20 december, 2011","update","2011-12-20",2,TRUE
"359/02","urgent action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 8 november 2004 further information on ua 359/02 issued 11 december 2002 and re-issued 9 january 2003 and 23 january 2003 incommunicado detention / fear of ill-treatment usa / uk / gambia bisher al-rawi (m), iraqi national, resident in the uk jamil al-banna (m), jordanian national, resident in the uk two years after bisher al-rawi and jamil al-banna were arrested on suspicion of having links with al-qaida, they remain held without charge or trial at the us naval base in guantnamo bay, cuba. although both men are residents of the united kingdom (uk), the uk government is not known to have raised any concerns regarding the conditions or legality of their detention with us authorities. bisher al-rawi and jamil al-banna were arrested on 8 november 2002 at banjul airport, gambia, and were held in incommunicado detention for two months before being transferred to a us airbase in bagram, afghanistan. they were later transferred in secrecy to guantnamo. before their arrest in gambia, they had been arrested at a uk airport, purportedly on suspicion of links with terrorist groups, but were released without charge. both men have legal residency in the uk. bisher al-rawi, an iraqi national, lived in the uk for nearly 20 years before his arrest, while jamil al-banna, a jordanian national, has been granted refugee status by the uk authorities. under international refugee law, the uk authorities are obliged to raise the case of jamil al-banna with us authorities. additionally, the uk authorities, in their role as one of the occupying powers in iraq, did not have legitimate reason to deny assistance to bisher al-rawi. however, despite the notoriously harsh conditions in guantnamo bay, the uk government is not yet known to have raised with the us any concerns regarding the detention without charge or trial of either man. background information hundreds of people belonging to around 35 different nationalities remain held without charge or trial at the us naval base in guantnamo bay in cuba. most detainees have had no access to a court, legal counsel or family visits. their number includes at least eight men from the uk, four of them british nationals and four, including bisher al-rawi and jamil al-banna, with other status. the uk government has, however, insisted that it will only make representations on behalf of its nationals, with foreign office minister valerie amos stating that the uk government does not take responsibility for other countries nationals, purely on the basis of residence in the uk."" recommended action: please send appeals to arrive as quickly as possible, in your own words: (i) to the uk authorities: - reminding them of their obligations to make representations on behalf of jamil al-banna and bisher al-rawi and other residents of the uk detained at guantnamo bay, and urging them to make such representations without delay; - asking what steps are being taken to assist the families of the two men and to ensure they are being fully informed of the mens welfare and legal status; - calling on the uk authorities to do all they can to ensure the fair trial or release of jamil al-banna, bisher al-rawi and the other uk residents and nationals. (ii) to the us authorities: - urging that jamil al-banna and bisher al-rawi and all other guantnamo detainees be charged and tried in accordance with international fair trial standards, or else released. appeals to: (i) uk authorities secretary of state for foreign and commonwealth affairs rt hon jack straw secretary of state for foreign and commonwealth affairs foreign and commonwealth office king charles street london sw1a 2ah united kingdom","update","2002-12-11",3,TRUE
"359/03","urgent action uanetwork office pobox 1270 nederland co 80466 t. 303.258.1170 f. 303.258.7881 e-mail. uan@aiusa.org www.amnestyusa.org/urgent/ 22 january 2004 further information on ua 359/03 issued 8 december 2003 and re-issued 22 december 2003 flogging","update","2003-12-08",3,TRUE
